weaponName382	weaponType3	1.5	2.0	weaponInfo35
weaponName392	weaponType4	3.0	5.0	weaponInfo45
weaponName402	weaponType5	2.4	3.2	weaponInfo55
weaponName412	weaponType6	1.8	2.6	weaponInfo65
weaponName422	weaponType7	2.1	2.9	weaponInfo75
weaponName432	weaponType1	2.0	3.0	weaponInfo16
weaponName442	weaponType2	1.4	2.0	weaponInfo26
weaponName452	weaponType3	1.5	2.0	weaponInfo36
weaponName462	weaponType4	3.0	5.0	weaponInfo46
weaponName472	weaponType5	2.4	3.2	weaponInfo56
weaponName482	weaponType6	1.8	2.6	weaponInfo66
weaponName492	weaponType7	2.1	2.9	weaponInfo76
weaponName502	weaponType1	2.0	3.0	weaponInfo17
weaponName512	weaponType2	1.4	2.0	weaponInfo27
weaponName522	weaponType3	1.5	2.0	weaponInfo37
weaponName532	weaponType4	3.0	5.0	weaponInfo47
weaponName542	weaponType5	2.4	3.2	weaponInfo57
weaponName552	weaponType6	1.8	2.6	weaponInfo67
weaponName562	weaponType7	2.1	2.9	weaponInfo77
weaponName572	weaponType1	2.0	3.0	weaponInfo18
weaponName582	weaponType2	1.4	2.0	weaponInfo28
weaponName592	weaponType3	1.5	2.0	weaponInfo38
weaponName602	weaponType4	3.0	5.0	weaponInfo48
weaponName612	weaponType5	2.4	3.2	weaponInfo58
weaponName622	weaponType6	1.8	2.6	weaponInfo68
weaponName632	weaponType7	2.1	2.9	weaponInfo78
weaponName771	weaponType1	2.0	3.0	weaponInfo1
weaponName772	weaponType2	1.4	2.0	weaponInfo2
weaponName773	weaponType3	1.5	2.0	weaponInfo3
weaponName774	weaponType4	3.0	5.0	weaponInfo4
weaponName775	weaponType5	2.4	3.2	weaponInfo5
weaponName776	weaponType6	1.8	2.6	weaponInfo6
weaponName777	weaponType7	2.1	2.9	weaponInfo7
weaponName778	weaponType1	2.0	3.0	weaponInfo11
weaponName779	weaponType2	1.4	2.0	weaponInfo21
weaponName710	weaponType3	1.5	2.0	weaponInfo31
weaponName711	weaponType4	3.0	5.0	weaponInfo41
weaponName712	weaponType5	2.4	3.2	weaponInfo51
weaponName713	weaponType6	1.8	2.6	weaponInfo61
weaponName714	weaponType7	2.1	2.9	weaponInfo71
weaponName715	weaponType1	2.0	3.0	weaponInfo12
weaponName716	weaponType2	1.4	2.0	weaponInfo22
weaponName717	weaponType3	1.5	2.0	weaponInfo32
weaponName718	weaponType4	3.0	5.0	weaponInfo42
weaponName719	weaponType5	2.4	3.2	weaponInfo52
weaponName720	weaponType6	1.8	2.6	weaponInfo62
weaponName721	weaponType7	2.1	2.9	weaponInfo72
weaponName722	weaponType1	2.0	3.0	weaponInfo13
weaponName723	weaponType2	1.4	2.0	weaponInfo23
weaponName724	weaponType3	1.5	2.0	weaponInfo33
weaponName725	weaponType4	3.0	5.0	weaponInfo43
weaponName726	weaponType5	2.4	3.2	weaponInfo53
weaponName727	weaponType6	1.8	2.6	weaponInfo63
weaponName728	weaponType7	2.1	2.9	weaponInfo73
weaponName729	weaponType1	2.0	3.0	weaponInfo14
weaponName730	weaponType2	1.4	2.0	weaponInfo24
weaponName731	weaponType3	1.5	2.0	weaponInfo34
weaponName732	weaponType4	3.0	5.0	weaponInfo44
weaponName733	weaponType5	2.4	3.2	weaponInfo54
weaponName734	weaponType6	1.8	2.6	weaponInfo64
weaponName735	weaponType7	2.1	2.9	weaponInfo74
weaponName736	weaponType1	2.0	3.0	weaponInfo15
weaponName737	weaponType2	1.4	2.0	weaponInfo25
weaponName738	weaponType3	1.5	2.0	weaponInfo35
weaponName739	weaponType4	3.0	5.0	weaponInfo45
weaponName740	weaponType5	2.4	3.2	weaponInfo55
weaponName741	weaponType6	1.8	2.6	weaponInfo65
weaponName742	weaponType7	2.1	2.9	weaponInfo75
weaponName743	weaponType1	2.0	3.0	weaponInfo16
weaponName744	weaponType2	1.4	2.0	weaponInfo26
weaponName745	weaponType3	1.5	2.0	weaponInfo36
weaponName746	weaponType4	3.0	5.0	weaponInfo46
weaponName747	weaponType5	2.4	3.2	weaponInfo56
weaponName748	weaponType6	1.8	2.6	weaponInfo66
weaponName749	weaponType7	2.1	2.9	weaponInfo76
weaponName750	weaponType1	2.0	3.0	weaponInfo17
weaponName751	weaponType2	1.4	2.0	weaponInfo27
weaponName752	weaponType3	1.5	2.0	weaponInfo37
weaponName753	weaponType4	3.0	5.0	weaponInfo47
weaponName754	weaponType5	2.4	3.2	weaponInfo57
weaponName755	weaponType6	1.8	2.6	weaponInfo67
weaponName756	weaponType7	2.1	2.9	weaponInfo77
weaponName757	weaponType1	2.0	3.0	weaponInfo18
weaponName758	weaponType2	1.4	2.0	weaponInfo28
weaponName759	weaponType3	1.5	2.0	weaponInfo38
weaponName760	weaponType4	3.0	5.0	weaponInfo48
weaponName761	weaponType5	2.4	3.2	weaponInfo58
weaponName762	weaponType6	1.8	2.6	weaponInfo68
weaponName763	weaponType7	2.1	2.9	weaponInfo78
weaponName1101	weaponType1	2.0	3.0	weaponInfo1
weaponName1201	weaponType2	1.4	2.0	weaponInfo2
weaponName1301	weaponType3	1.5	2.0	weaponInfo3
weaponName1401	weaponType4	3.0	5.0	weaponInfo4
weaponName1501	weaponType5	2.4	3.2	weaponInfo5
weaponName1601	weaponType6	1.8	2.6	weaponInfo6
weaponName1701	weaponType7	2.1	2.9	weaponInfo7
weaponName1801	weaponType1	2.0	3.0	weaponInfo11
weaponName1901	weaponType2	1.4	2.0	weaponInfo21
weaponName1102	weaponType3	1.5	2.0	weaponInfo31
weaponName1112	weaponType4	3.0	5.0	weaponInfo41
weaponName1122	weaponType5	2.4	3.2	weaponInfo51
weaponName1132	weaponType6	1.8	2.6	weaponInfo61
weaponName1142	weaponType7	2.1	2.9	weaponInfo71
weaponName1152	weaponType1	2.0	3.0	weaponInfo12
weaponName1162	weaponType2	1.4	2.0	weaponInfo22
weaponName1172	weaponType3	1.5	2.0	weaponInfo32
weaponName1182	weaponType4	3.0	5.0	weaponInfo42
weaponName1192	weaponType5	2.4	3.2	weaponInfo52
weaponName2102	weaponType6	1.8	2.6	weaponInfo62
weaponName2112	weaponType7	2.1	2.9	weaponInfo72
weaponName2122	weaponType1	2.0	3.0	weaponInfo13
weaponName2132	weaponType2	1.4	2.0	weaponInfo23
weaponName2142	weaponType3	1.5	2.0	weaponInfo33
weaponName2152	weaponType4	3.0	5.0	weaponInfo43
weaponName2162	weaponType5	2.4	3.2	weaponInfo53
weaponName2172	weaponType6	1.8	2.6	weaponInfo63
weaponName2182	weaponType7	2.1	2.9	weaponInfo73
weaponName2192	weaponType1	2.0	3.0	weaponInfo14
weaponName3102	weaponType2	1.4	2.0	weaponInfo24
weaponName3112	weaponType3	1.5	2.0	weaponInfo34
weaponName3122	weaponType4	3.0	5.0	weaponInfo44
weaponName3132	weaponType5	2.4	3.2	weaponInfo54
weaponName3142	weaponType6	1.8	2.6	weaponInfo64
weaponName3152	weaponType7	2.1	2.9	weaponInfo74
weaponName3162	weaponType1	2.0	3.0	weaponInfo15
weaponName3172	weaponType2	1.4	2.0	weaponInfo25
weaponName3182	weaponType3	1.5	2.0	weaponInfo35
weaponName3192	weaponType4	3.0	5.0	weaponInfo45
weaponName4102	weaponType5	2.4	3.2	weaponInfo55
weaponName4112	weaponType6	1.8	2.6	weaponInfo65
weaponName4122	weaponType7	2.1	2.9	weaponInfo75
weaponName4132	weaponType1	2.0	3.0	weaponInfo16
weaponName4142	weaponType2	1.4	2.0	weaponInfo26
weaponName4152	weaponType3	1.5	2.0	weaponInfo36
weaponName4162	weaponType4	3.0	5.0	weaponInfo46
weaponName4172	weaponType5	2.4	3.2	weaponInfo56
weaponName4182	weaponType6	1.8	2.6	weaponInfo66
weaponName4192	weaponType7	2.1	2.9	weaponInfo76
weaponName5102	weaponType1	2.0	3.0	weaponInfo17
weaponName5112	weaponType2	1.4	2.0	weaponInfo27
weaponName5122	weaponType3	1.5	2.0	weaponInfo37
weaponName5132	weaponType4	3.0	5.0	weaponInfo47
weaponName5142	weaponType5	2.4	3.2	weaponInfo57
weaponName5152	weaponType6	1.8	2.6	weaponInfo67
weaponName5162	weaponType7	2.1	2.9	weaponInfo77
weaponName5172	weaponType1	2.0	3.0	weaponInfo18
weaponName5182	weaponType2	1.4	2.0	weaponInfo28
weaponName5192	weaponType3	1.5	2.0	weaponInfo38
weaponName6102	weaponType4	3.0	5.0	weaponInfo48
weaponName6112	weaponType5	2.4	3.2	weaponInfo58
weaponName6122	weaponType6	1.8	2.6	weaponInfo68
weaponName6132	weaponType7	2.1	2.9	weaponInfo78
